,gameId,blueWins,wardsPlaced,wardsDestroyed,kills,deaths,assists,eliteMonsters,dragonsTaken,heraldsTaken,towersLost,totalGold,avgLevel,totalExperience,totalMinionsKilled,totalJungleMinionsKilled,goldDiff,experienceDiff,csPerMin,goldPerMin,losingTeamWardsPlaced,losingTeamWardsDestroyed,losingTeamFirstBlood,redKills,redDeaths,losingTeamAssits,redEliteMonsters,redDragons,redHeralds,redTowersDestroyed,redTotalGold,redAvgLevel,redTotalExperience,redTotalMinionsKilled,losingTeamTotalJungleMinionsKilled,redGoldDiff,redExperienceDiff,redCSPerMin,losingTeamGoldPerMin,blueKills,blueDeaths,blueEliteMonsters,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalGold,blueAvgLevel,blueTotalExperience,blueTotalMinionsKilled,blueGoldDiff,blueExperienceDiff,blueCSPerMin,redFirstBlood,teamWon
7569,4472405035,1,39,2,7,6,9,1,1,0,0,17079,7.0,17964,212,44,-365,855,21.2,1707.9,17,3,0.0,6.0,7.0,10,0.0,0.0,0.0,0.0,17444.0,6.8,17109.0,238.0,44,365.0,-855.0,23.8,1744.4,,,,,,,,,,,,,,,blue
7570,4305726781,1,19,4,14,4,11,1,1,0,0,20351,7.4,19996,225,72,5057,3423,22.5,2035.1,23,1,0.0,4.0,14.0,3,0.0,0.0,0.0,0.0,15294.0,6.6,16573.0,197.0,43,-5057.0,-3423.0,19.7,1529.4,,,,,,,,,,,,,,,blue
7571,4477883317,1,19,1,12,5,11,1,0,1,0,18732,7.2,18910,222,44,2292,1022,22.2,1873.2,14,4,0.0,5.0,12.0,8,0.0,0.0,0.0,0.0,16440.0,7.0,17888.0,213.0,59,-2292.0,-1022.0,21.3,1644.0,,,,,,,,,,,,,,,blue
7572,4510942047,1,14,3,10,4,12,1,1,0,0,19017,7.2,19432,240,54,5117,4126,24.0,1901.7,15,5,0.0,4.0,10.0,4,0.0,0.0,0.0,0.0,13900.0,6.4,15306.0,193.0,34,-5117.0,-4126.0,19.3,1390.0,,,,,,,,,,,,,,,blue
7573,4504943058,1,22,3,6,6,7,0,0,0,0,17078,7.0,17751,224,46,-304,-1023,22.4,1707.8,85,5,0.0,6.0,6.0,6,1.0,1.0,0.0,0.0,17382.0,7.0,18774.0,240.0,45,304.0,1023.0,24.0,1738.2,,,,,,,,,,,,,,,blue
7576,4490264226,1,18,2,10,4,11,0,0,0,0,18851,7.4,19227,252,52,3737,1796,25.2,1885.1,14,3,0.0,4.0,10.0,4,0.0,0.0,0.0,0.0,15114.0,7.0,17431.0,203.0,45,-3737.0,-1796.0,20.3,1511.4,,,,,,,,,,,,,,,blue
7577,4526817312,1,16,1,4,3,5,0,0,0,0,16425,7.0,17611,227,44,2167,538,22.7,1642.5,16,1,0.0,3.0,4.0,4,1.0,1.0,0.0,0.0,14258.0,6.8,17073.0,208.0,46,-2167.0,-538.0,20.8,1425.8,,,,,,,,,,,,,,,blue
7579,4470558521,1,37,4,4,6,3,0,0,0,0,14659,6.6,16241,192,48,-1962,-2464,19.2,1465.9,16,2,0.0,6.0,4.0,6,0.0,0.0,0.0,0.0,16621.0,7.0,18705.0,244.0,39,1962.0,2464.0,24.4,1662.1,,,,,,,,,,,,,,,blue
7581,4499297783,1,41,8,4,4,3,1,0,1,0,15868,6.8,18299,222,47,946,594,22.2,1586.8,19,5,0.0,4.0,4.0,4,1.0,1.0,0.0,0.0,14922.0,6.8,17705.0,213.0,44,-946.0,-594.0,21.3,1492.2,,,,,,,,,,,,,,,blue
7584,4523854789,1,15,4,6,6,5,0,0,0,0,16037,7.2,18383,207,51,59,-107,20.7,1603.7,14,5,1.0,6.0,6.0,7,1.0,1.0,0.0,0.0,15978.0,7.0,18490.0,229.0,48,-59.0,107.0,22.9,1597.8,,,,,,,,,,,,,,,blue
7585,4525860232,1,17,2,9,6,9,0,0,0,0,17643,6.8,17908,218,36,1550,1042,21.8,1764.3,36,1,1.0,6.0,9.0,8,2.0,1.0,1.0,0.0,16093.0,6.6,16866.0,183.0,52,-1550.0,-1042.0,18.3,1609.3,,,,,,,,,,,,,,,blue
7590,4477297316,1,16,2,4,3,3,1,0,1,2,17048,6.6,17678,206,48,2575,997,20.6,1704.8,14,3,0.0,3.0,4.0,4,1.0,1.0,0.0,0.0,14473.0,6.8,16681.0,214.0,43,-2575.0,-997.0,21.4,1447.3,,,,,,,,,,,,,,,blue
7591,4484057160,1,19,2,7,5,12,2,1,1,0,18328,7.0,18180,223,57,3048,2219,22.3,1832.8,17,1,1.0,5.0,7.0,5,0.0,0.0,0.0,0.0,15280.0,6.6,15961.0,195.0,49,-3048.0,-2219.0,19.5,1528.0,,,,,,,,,,,,,,,blue
7593,4479476013,1,15,2,7,4,9,0,0,0,0,16556,6.6,16868,215,36,2139,850,21.5,1655.6,12,3,1.0,4.0,7.0,4,1.0,1.0,0.0,0.0,14417.0,6.4,16018.0,176.0,47,-2139.0,-850.0,17.6,1441.7,,,,,,,,,,,,,,,blue
7594,4508388395,1,16,2,15,2,17,1,1,0,1,21883,7.8,20941,252,55,7980,4916,25.2,2188.3,12,1,0.0,2.0,15.0,0,0.0,0.0,0.0,0.0,13903.0,6.4,16025.0,193.0,44,-7980.0,-4916.0,19.3,1390.3,,,,,,,,,,,,,,,blue
7596,4500526206,1,24,7,13,3,15,2,1,1,0,20795,7.2,18944,249,48,6547,2553,24.9,2079.5,42,4,1.0,3.0,13.0,1,0.0,0.0,0.0,0.0,14248.0,6.6,16391.0,179.0,52,-6547.0,-2553.0,17.9,1424.8,,,,,,,,,,,,,,,blue
7598,4526245865,1,126,2,9,6,10,1,1,0,0,17951,7.2,18755,228,48,1464,179,22.8,1795.1,16,3,0.0,6.0,9.0,7,1.0,0.0,1.0,0.0,16487.0,6.8,18576.0,233.0,44,-1464.0,-179.0,23.3,1648.7,,,,,,,,,,,,,,,blue
7600,4514035476,1,20,3,9,0,9,1,1,0,0,17835,7.2,18812,231,52,4277,3340,23.1,1783.5,80,6,0.0,0.0,9.0,0,1.0,0.0,1.0,0.0,13558.0,6.2,15472.0,207.0,47,-4277.0,-3340.0,20.7,1355.8,,,,,,,,,,,,,,,blue
7601,4525761133,1,15,0,7,4,8,0,0,0,0,17329,7.4,19681,224,55,1870,1791,22.4,1732.9,18,2,0.0,4.0,7.0,3,1.0,1.0,0.0,0.0,15459.0,6.8,17890.0,243.0,32,-1870.0,-1791.0,24.3,1545.9,,,,,,,,,,,,,,,blue
7602,4474911318,1,21,2,3,2,3,2,1,1,0,14992,6.8,17212,217,48,499,-2,21.7,1499.2,16,3,0.0,2.0,3.0,3,0.0,0.0,0.0,0.0,14493.0,7.0,17214.0,230.0,31,-499.0,2.0,23.0,1449.3,,,,,,,,,,,,,,,blue
7603,4522109455,1,19,1,8,5,7,0,0,0,0,17033,7.0,17938,232,44,832,903,23.2,1703.3,13,6,0.0,5.0,8.0,8,2.0,1.0,1.0,0.0,16201.0,6.8,17035.0,228.0,58,-832.0,-903.0,22.8,1620.1,,,,,,,,,,,,,,,blue
7610,4518341446,1,17,6,4,2,6,0,0,0,0,16068,6.6,17607,235,52,932,-534,23.5,1606.8,20,2,0.0,2.0,4.0,2,0.0,0.0,0.0,0.0,15136.0,7.0,18141.0,241.0,58,-932.0,534.0,24.1,1513.6,,,,,,,,,,,,,,,blue
7612,4470078931,1,16,0,11,4,11,1,0,1,0,17583,7.2,18536,223,47,2858,2734,22.3,1758.3,12,1,0.0,4.0,11.0,2,0.0,0.0,0.0,0.0,14725.0,6.4,15802.0,190.0,44,-2858.0,-2734.0,19.0,1472.5,,,,,,,,,,,,,,,blue
7613,4498832228,1,18,1,4,4,4,1,0,1,0,15381,6.8,17303,198,56,202,686,19.8,1538.1,14,4,1.0,4.0,4.0,6,0.0,0.0,0.0,0.0,15179.0,6.6,16617.0,214.0,38,-202.0,-686.0,21.4,1517.9,,,,,,,,,,,,,,,blue
7615,4486550579,1,19,1,13,5,13,1,1,0,1,21132,7.6,19941,217,56,6289,3996,21.7,2113.2,15,3,0.0,5.0,13.0,6,0.0,0.0,0.0,0.0,14843.0,6.4,15945.0,179.0,32,-6289.0,-3996.0,17.9,1484.3,,,,,,,,,,,,,,,blue
7619,4475087620,1,17,4,6,6,6,1,1,0,0,16004,7.0,18381,216,38,-695,-683,21.6,1600.4,14,4,0.0,6.0,6.0,6,0.0,0.0,0.0,0.0,16699.0,7.0,19064.0,240.0,52,695.0,683.0,24.0,1669.9,,,,,,,,,,,,,,,blue
7623,4448615908,1,151,3,5,4,2,2,1,1,0,15551,6.6,17239,209,52,-284,-260,20.9,1555.1,16,3,1.0,4.0,5.0,5,0.0,0.0,0.0,0.0,15835.0,6.8,17499.0,228.0,51,284.0,260.0,22.8,1583.5,,,,,,,,,,,,,,,blue
7626,4483729967,1,13,1,3,4,6,0,0,0,0,15223,6.8,17157,217,56,-299,-238,21.7,1522.3,25,3,0.0,4.0,3.0,7,1.0,1.0,0.0,0.0,15522.0,6.8,17395.0,203.0,72,299.0,238.0,20.3,1552.2,,,,,,,,,,,,,,,blue
7629,4524898336,1,10,2,9,4,10,1,0,1,0,17791,7.2,19229,219,48,2095,1876,21.9,1779.1,13,0,0.0,4.0,9.0,8,1.0,1.0,0.0,0.0,15696.0,7.0,17353.0,214.0,62,-2095.0,-1876.0,21.4,1569.6,,,,,,,,,,,,,,,blue
7630,4491022192,1,13,1,8,1,8,1,0,1,0,18066,7.0,18920,242,56,4597,3583,24.2,1806.6,15,1,0.0,1.0,8.0,1,1.0,1.0,0.0,0.0,13469.0,6.4,15337.0,189.0,52,-4597.0,-3583.0,18.9,1346.9,,,,,,,,,,,,,,,blue
7631,4467974505,1,15,1,11,6,13,0,0,0,0,20245,7.6,21086,240,49,4151,3492,24.0,2024.5,34,1,0.0,6.0,11.0,9,0.0,0.0,0.0,0.0,16094.0,7.0,17594.0,171.0,55,-4151.0,-3492.0,17.1,1609.4,,,,,,,,,,,,,,,blue
7632,4502961112,1,15,4,5,5,6,0,0,0,0,15413,6.4,16314,210,36,-3,-765,21.0,1541.3,17,1,1.0,5.0,5.0,4,0.0,0.0,0.0,0.0,15416.0,6.6,17079.0,221.0,47,3.0,765.0,22.1,1541.6,,,,,,,,,,,,,,,blue
7633,4477353285,1,14,1,5,2,1,0,0,0,0,15510,7.0,17649,203,48,1215,1170,20.3,1551.0,13,0,0.0,2.0,5.0,2,1.0,1.0,0.0,0.0,14295.0,6.6,16479.0,244.0,48,-1215.0,-1170.0,24.4,1429.5,,,,,,,,,,,,,,,blue
7635,4478467708,1,19,3,4,3,2,1,1,0,0,16029,7.4,19239,236,71,771,1255,23.6,1602.9,13,5,0.0,3.0,4.0,3,1.0,0.0,1.0,0.0,15258.0,7.0,17984.0,208.0,64,-771.0,-1255.0,20.8,1525.8,,,,,,,,,,,,,,,blue
7641,4526438582,1,12,2,8,1,15,1,1,0,0,17040,6.8,18270,191,60,2402,2023,19.1,1704.0,15,2,1.0,1.0,8.0,1,0.0,0.0,0.0,0.0,14638.0,6.6,16247.0,228.0,40,-2402.0,-2023.0,22.8,1463.8,,,,,,,,,,,,,,,blue
7645,4521908299,1,15,1,11,1,8,2,1,1,0,18635,7.2,19958,230,64,4368,3523,23.0,1863.5,14,2,0.0,1.0,11.0,0,0.0,0.0,0.0,0.0,14267.0,6.6,16435.0,208.0,64,-4368.0,-3523.0,20.8,1426.7,,,,,,,,,,,,,,,blue
7648,4497469413,1,16,1,8,6,8,0,0,0,0,16963,6.8,17360,203,56,1479,1002,20.3,1696.3,15,2,1.0,6.0,8.0,10,1.0,1.0,0.0,0.0,15484.0,6.6,16358.0,173.0,56,-1479.0,-1002.0,17.3,1548.4,,,,,,,,,,,,,,,blue
7650,4521659923,1,13,1,8,3,8,1,1,0,0,18404,7.4,19768,245,60,3993,2165,24.5,1840.4,62,2,0.0,3.0,8.0,6,0.0,0.0,0.0,0.0,14411.0,7.2,17603.0,188.0,44,-3993.0,-2165.0,18.8,1441.1,,,,,,,,,,,,,,,blue
7652,4456030501,1,15,1,9,4,11,1,0,1,0,17495,7.0,19239,235,44,1858,1429,23.5,1749.5,38,1,0.0,4.0,9.0,3,1.0,1.0,0.0,0.0,15637.0,6.8,17810.0,215.0,52,-1858.0,-1429.0,21.5,1563.7,,,,,,,,,,,,,,,blue
7654,4486227010,1,12,3,6,6,3,0,0,0,0,16072,7.0,18312,229,40,-346,316,22.9,1607.2,15,1,1.0,6.0,6.0,6,1.0,1.0,0.0,0.0,16418.0,6.8,17996.0,241.0,43,346.0,-316.0,24.1,1641.8,,,,,,,,,,,,,,,blue
7657,4473252626,1,18,4,12,13,15,1,0,1,0,18275,6.6,17102,173,39,-1963,-1936,17.3,1827.5,19,5,0.0,13.0,12.0,20,1.0,1.0,0.0,0.0,20238.0,7.2,19038.0,214.0,49,1963.0,1936.0,21.4,2023.8,,,,,,,,,,,,,,,blue
7659,4456481303,1,31,2,11,13,11,0,0,0,0,18596,7.6,20017,198,68,520,941,19.8,1859.6,18,1,1.0,13.0,11.0,9,0.0,0.0,0.0,0.0,18076.0,7.2,19076.0,207.0,40,-520.0,-941.0,20.7,1807.6,,,,,,,,,,,,,,,blue
7660,4446053181,1,15,2,5,6,8,0,0,0,0,15964,6.8,17988,206,65,-243,860,20.6,1596.4,17,2,1.0,6.0,5.0,8,2.0,1.0,1.0,0.0,16207.0,6.6,17128.0,205.0,43,243.0,-860.0,20.5,1620.7,,,,,,,,,,,,,,,blue
7661,4506258913,1,13,2,8,4,11,0,0,0,0,18343,6.8,18609,246,56,3314,2262,24.6,1834.3,15,1,0.0,4.0,8.0,4,0.0,0.0,0.0,0.0,15029.0,6.6,16347.0,204.0,36,-3314.0,-2262.0,20.4,1502.9,,,,,,,,,,,,,,,blue
7662,4484391297,1,13,2,4,4,0,1,0,1,1,17079,7.4,19361,250,66,1680,2384,25.0,1707.9,50,2,1.0,4.0,4.0,3,0.0,0.0,0.0,0.0,15399.0,6.6,16977.0,200.0,62,-1680.0,-2384.0,20.0,1539.9,,,,,,,,,,,,,,,blue
7663,4469933897,1,17,4,13,5,11,2,1,1,0,19639,7.2,19564,239,56,5025,3609,23.9,1963.9,13,3,0.0,5.0,13.0,8,0.0,0.0,0.0,0.0,14614.0,6.4,15955.0,147.0,52,-5025.0,-3609.0,14.7,1461.4,,,,,,,,,,,,,,,blue
7664,4446121207,1,39,4,12,6,19,0,0,0,1,20560,7.4,19784,216,52,4426,2385,21.6,2056.0,15,3,0.0,6.0,12.0,6,0.0,0.0,0.0,0.0,16134.0,6.6,17399.0,206.0,60,-4426.0,-2385.0,20.6,1613.4,,,,,,,,,,,,,,,blue
7665,4495044073,1,15,2,4,7,5,0,0,0,0,15013,6.6,16013,210,41,-1937,-1459,21.0,1501.3,11,3,1.0,7.0,4.0,10,1.0,0.0,1.0,0.0,16950.0,6.8,17472.0,197.0,52,1937.0,1459.0,19.7,1695.0,,,,,,,,,,,,,,,blue
7669,4456261396,1,70,2,8,3,8,1,1,0,0,17166,7.4,20100,208,63,2027,2259,20.8,1716.6,13,4,0.0,3.0,8.0,1,0.0,0.0,0.0,0.0,15139.0,6.8,17841.0,218.0,48,-2027.0,-2259.0,21.8,1513.9,,,,,,,,,,,,,,,blue
7670,4526718003,1,13,1,3,9,3,1,1,0,0,15431,6.8,17257,237,48,-2844,-2533,23.7,1543.1,36,2,1.0,9.0,3.0,11,0.0,0.0,0.0,0.0,18275.0,7.2,19790.0,221.0,44,2844.0,2533.0,22.1,1827.5,,,,,,,,,,,,,,,blue
7671,4476906757,1,20,8,2,2,1,0,0,0,0,14814,7.0,18414,233,60,500,1220,23.3,1481.4,20,5,0.0,2.0,2.0,5,1.0,0.0,1.0,0.0,14314.0,6.8,17194.0,213.0,48,-500.0,-1220.0,21.3,1431.4,,,,,,,,,,,,,,,blue
7675,4470434724,1,15,0,10,5,6,0,0,0,0,19140,7.4,20293,257,72,4170,4481,25.7,1914.0,11,1,1.0,5.0,10.0,3,0.0,0.0,0.0,0.0,14970.0,6.4,15812.0,171.0,60,-4170.0,-4481.0,17.1,1497.0,,,,,,,,,,,,,,,blue
7676,4483754983,1,15,2,6,6,8,1,1,0,0,16388,6.8,17884,236,40,-473,-1354,23.6,1638.8,19,2,0.0,6.0,6.0,9,0.0,0.0,0.0,0.0,16861.0,7.4,19238.0,235.0,69,473.0,1354.0,23.5,1686.1,,,,,,,,,,,,,,,blue
7677,4453231890,1,17,3,11,5,9,2,1,1,0,18532,7.6,19666,202,68,3248,2592,20.2,1853.2,14,5,0.0,5.0,11.0,6,0.0,0.0,0.0,0.0,15284.0,6.6,17074.0,164.0,57,-3248.0,-2592.0,16.4,1528.4,,,,,,,,,,,,,,,blue
7683,4515287778,1,16,2,4,6,4,0,0,0,0,16131,7.0,17990,242,57,-207,-1282,24.2,1613.1,16,3,0.0,6.0,4.0,3,1.0,0.0,1.0,0.0,16338.0,7.2,19272.0,223.0,65,207.0,1282.0,22.3,1633.8,,,,,,,,,,,,,,,blue
7684,4447986050,1,20,6,11,8,12,1,1,0,0,19349,7.2,19673,219,51,2445,1807,21.9,1934.9,15,2,0.0,8.0,11.0,10,0.0,0.0,0.0,0.0,16904.0,6.8,17866.0,194.0,48,-2445.0,-1807.0,19.4,1690.4,,,,,,,,,,,,,,,blue
7685,4492190443,1,16,2,6,4,11,0,0,0,0,16731,7.0,17558,239,49,2073,2090,23.9,1673.1,15,4,0.0,4.0,6.0,4,0.0,0.0,0.0,0.0,14658.0,6.4,15468.0,203.0,38,-2073.0,-2090.0,20.3,1465.8,,,,,,,,,,,,,,,blue
7686,4444833318,1,16,4,8,4,10,0,0,0,0,18363,7.6,20591,250,56,2012,2314,25.0,1836.3,16,0,1.0,4.0,8.0,4,2.0,1.0,1.0,0.0,16351.0,7.0,18277.0,221.0,60,-2012.0,-2314.0,22.1,1635.1,,,,,,,,,,,,,,,blue
7688,4492254219,1,18,3,8,5,7,1,1,0,0,17393,7.2,19257,219,60,1959,2441,21.9,1739.3,17,4,1.0,5.0,8.0,7,0.0,0.0,0.0,0.0,15434.0,6.6,16816.0,212.0,43,-1959.0,-2441.0,21.2,1543.4,,,,,,,,,,,,,,,blue
7692,4434247820,1,15,2,10,10,7,0,0,0,0,17047,7.2,18719,202,40,-1518,-1106,20.2,1704.7,18,2,1.0,10.0,10.0,5,1.0,1.0,0.0,0.0,18565.0,7.4,19825.0,256.0,47,1518.0,1106.0,25.6,1856.5,,,,,,,,,,,,,,,blue
7693,4465614811,1,17,2,6,3,5,1,1,0,0,16350,7.2,18813,233,44,1387,702,23.3,1635.0,14,1,0.0,3.0,6.0,3,0.0,0.0,0.0,0.0,14963.0,6.8,18111.0,217.0,56,-1387.0,-702.0,21.7,1496.3,,,,,,,,,,,,,,,blue
7694,4525637223,1,19,0,6,6,5,1,1,0,0,16444,7.0,18703,207,60,370,726,20.7,1644.4,11,3,1.0,6.0,6.0,3,0.0,0.0,0.0,0.0,16074.0,6.8,17977.0,226.0,44,-370.0,-726.0,22.6,1607.4,,,,,,,,,,,,,,,blue
7695,4471718204,1,16,1,17,4,20,1,1,0,1,21703,7.2,19827,202,48,7605,3993,20.2,2170.3,15,0,0.0,4.0,17.0,2,1.0,0.0,1.0,0.0,14098.0,6.4,15834.0,177.0,56,-7605.0,-3993.0,17.7,1409.8,,,,,,,,,,,,,,,blue
7698,4469404175,1,15,4,4,5,5,0,0,0,0,15329,6.8,17425,210,59,-486,180,21.0,1532.9,59,4,1.0,5.0,4.0,9,1.0,1.0,0.0,0.0,15815.0,6.8,17245.0,218.0,48,486.0,-180.0,21.8,1581.5,,,,,,,,,,,,,,,blue
7701,4508216792,1,13,3,8,8,8,0,0,0,0,18575,7.2,18686,228,42,1501,274,22.8,1857.5,15,2,1.0,8.0,8.0,7,0.0,0.0,0.0,0.0,17074.0,7.2,18412.0,219.0,43,-1501.0,-274.0,21.9,1707.4,,,,,,,,,,,,,,,blue
7702,4518346455,1,13,3,6,2,9,0,0,0,0,16803,7.4,19509,242,44,1829,1496,24.2,1680.3,15,1,0.0,2.0,6.0,2,1.0,1.0,0.0,0.0,14974.0,7.0,18013.0,239.0,48,-1829.0,-1496.0,23.9,1497.4,,,,,,,,,,,,,,,blue
7704,4527312388,1,14,0,10,9,10,1,1,0,0,18616,7.4,19395,213,76,1885,1082,21.3,1861.6,8,2,0.0,9.0,10.0,9,0.0,0.0,0.0,0.0,16731.0,7.0,18313.0,189.0,45,-1885.0,-1082.0,18.9,1673.1,,,,,,,,,,,,,,,blue
7705,4502366249,1,14,2,2,5,2,0,0,0,0,14939,6.4,16939,218,40,-1348,-2082,21.8,1493.9,16,1,0.0,5.0,2.0,4,1.0,0.0,1.0,0.0,16287.0,7.4,19021.0,250.0,52,1348.0,2082.0,25.0,1628.7,,,,,,,,,,,,,,,blue
7706,4526656386,1,15,1,8,6,8,0,0,0,0,16828,6.8,17628,227,42,-47,-888,22.7,1682.8,17,0,1.0,6.0,8.0,10,1.0,1.0,0.0,0.0,16875.0,7.0,18516.0,240.0,68,47.0,888.0,24.0,1687.5,,,,,,,,,,,,,,,blue
7708,4527002962,1,23,1,2,6,1,1,1,0,0,14087,6.4,16178,217,44,-1808,-1818,21.7,1408.7,17,3,1.0,6.0,2.0,7,0.0,0.0,0.0,0.0,15895.0,7.2,17996.0,183.0,50,1808.0,1818.0,18.3,1589.5,,,,,,,,,,,,,,,blue
7709,4526307631,1,14,2,6,4,8,1,1,0,0,17081,7.2,18350,226,58,2061,924,22.6,1708.1,18,2,1.0,4.0,6.0,3,0.0,0.0,0.0,0.0,15020.0,6.8,17426.0,218.0,44,-2061.0,-924.0,21.8,1502.0,,,,,,,,,,,,,,,blue
7711,4526352878,1,18,3,9,11,16,0,0,0,0,17174,6.8,16698,186,33,-1682,-2102,18.6,1717.4,20,3,1.0,11.0,9.0,15,1.0,1.0,0.0,0.0,18856.0,7.2,18800.0,221.0,81,1682.0,2102.0,22.1,1885.6,,,,,,,,,,,,,,,blue
7713,4526851644,1,56,1,12,4,13,0,0,0,0,18119,7.0,18951,198,48,4108,2927,19.8,1811.9,10,1,1.0,4.0,12.0,1,1.0,1.0,0.0,0.0,14011.0,6.4,16024.0,179.0,51,-4108.0,-2927.0,17.9,1401.1,,,,,,,,,,,,,,,blue
7716,4481963894,1,37,6,9,4,8,2,1,1,0,18591,7.4,20081,260,62,3105,2085,26.0,1859.1,37,2,0.0,4.0,9.0,5,0.0,0.0,0.0,0.0,15486.0,6.8,17996.0,208.0,70,-3105.0,-2085.0,20.8,1548.6,,,,,,,,,,,,,,,blue
7718,4520750598,1,15,0,7,2,3,1,1,0,1,18662,7.4,19321,255,66,4088,2662,25.5,1866.2,16,2,0.0,2.0,7.0,2,0.0,0.0,0.0,0.0,14574.0,6.6,16659.0,209.0,64,-4088.0,-2662.0,20.9,1457.4,,,,,,,,,,,,,,,blue
7719,4499919097,1,17,3,7,2,9,0,0,0,0,16454,7.0,18576,207,45,2042,1127,20.7,1645.4,15,2,1.0,2.0,7.0,1,0.0,0.0,0.0,0.0,14412.0,6.8,17449.0,195.0,72,-2042.0,-1127.0,19.5,1441.2,,,,,,,,,,,,,,,blue
7721,4455592163,1,19,3,6,5,7,1,1,0,0,16028,6.8,17147,220,45,192,-1312,22.0,1602.8,14,2,0.0,5.0,6.0,3,0.0,0.0,0.0,0.0,15836.0,7.2,18459.0,211.0,56,-192.0,1312.0,21.1,1583.6,,,,,,,,,,,,,,,blue
7722,4467275928,1,17,3,6,4,8,1,1,0,0,15142,6.2,14696,178,46,-566,-3406,17.8,1514.2,20,0,0.0,4.0,6.0,2,0.0,0.0,0.0,0.0,15708.0,7.0,18102.0,246.0,48,566.0,3406.0,24.6,1570.8,,,,,,,,,,,,,,,blue
7723,4458303184,1,10,2,7,4,8,2,1,1,0,16849,6.6,16993,205,38,1651,402,20.5,1684.9,18,2,0.0,4.0,7.0,7,0.0,0.0,0.0,0.0,15198.0,6.6,16591.0,207.0,42,-1651.0,-402.0,20.7,1519.8,,,,,,,,,,,,,,,blue
7726,4526727773,1,13,1,5,1,7,0,0,0,0,16786,7.4,19003,260,44,2264,1130,26.0,1678.6,14,3,0.0,1.0,5.0,1,2.0,1.0,1.0,0.0,14522.0,6.8,17873.0,247.0,61,-2264.0,-1130.0,24.7,1452.2,,,,,,,,,,,,,,,blue
7729,4526227889,1,16,3,2,5,1,0,0,0,0,14828,7.2,18224,234,60,-1402,-90,23.4,1482.8,16,1,1.0,5.0,2.0,10,1.0,1.0,0.0,0.0,16230.0,7.2,18314.0,230.0,65,1402.0,90.0,23.0,1623.0,,,,,,,,,,,,,,,blue
7730,4527225150,1,38,3,8,6,8,2,1,1,0,16294,6.6,17550,186,44,-445,-293,18.6,1629.4,89,2,1.0,6.0,8.0,6,0.0,0.0,0.0,0.0,16739.0,6.8,17843.0,193.0,58,445.0,293.0,19.3,1673.9,,,,,,,,,,,,,,,blue
7731,4471157611,1,15,2,4,5,4,0,0,0,0,15761,7.0,17783,230,59,-802,-1243,23.0,1576.1,17,2,1.0,5.0,4.0,5,0.0,0.0,0.0,0.0,16563.0,7.4,19026.0,247.0,54,802.0,1243.0,24.7,1656.3,,,,,,,,,,,,,,,blue
7733,4514076419,1,20,1,4,3,7,0,0,0,0,15711,7.0,17395,223,59,886,706,22.3,1571.1,17,4,0.0,3.0,4.0,4,1.0,1.0,0.0,0.0,14825.0,6.8,16689.0,225.0,40,-886.0,-706.0,22.5,1482.5,,,,,,,,,,,,,,,blue
7734,4475316564,1,13,4,7,2,2,1,1,0,0,16116,7.2,19219,246,49,1409,2205,24.6,1611.6,19,0,0.0,2.0,7.0,2,0.0,0.0,0.0,0.0,14707.0,6.8,17014.0,203.0,51,-1409.0,-2205.0,20.3,1470.7,,,,,,,,,,,,,,,blue
7735,4526554592,1,13,5,4,10,8,0,0,0,0,14629,6.8,16283,183,52,-3259,-1518,18.3,1462.9,18,0,1.0,10.0,4.0,16,2.0,1.0,1.0,0.0,17888.0,7.0,17801.0,210.0,40,3259.0,1518.0,21.0,1788.8,,,,,,,,,,,,,,,blue
7740,4511067003,1,12,4,4,10,2,0,0,0,0,16956,7.2,19562,252,81,-387,1466,25.2,1695.6,16,2,1.0,10.0,4.0,11,1.0,1.0,0.0,0.0,17343.0,7.0,18096.0,236.0,44,387.0,-1466.0,23.6,1734.3,,,,,,,,,,,,,,,blue
7741,4518362407,1,14,4,11,5,5,2,1,1,1,19172,7.0,18959,242,52,3456,3233,24.2,1917.2,18,5,0.0,5.0,11.0,5,0.0,0.0,0.0,0.0,15716.0,6.4,15726.0,197.0,52,-3456.0,-3233.0,19.7,1571.6,,,,,,,,,,,,,,,blue
7742,4472113530,1,13,0,8,5,5,0,0,0,0,16979,7.2,18700,213,48,1486,991,21.3,1697.9,14,0,0.0,5.0,8.0,3,0.0,0.0,0.0,0.0,15493.0,7.0,17709.0,200.0,46,-1486.0,-991.0,20.0,1549.3,,,,,,,,,,,,,,,blue
7745,4523653027,1,19,3,5,4,7,0,0,0,0,16989,7.0,18031,256,60,2000,1065,25.6,1698.9,16,4,0.0,4.0,5.0,7,1.0,1.0,0.0,0.0,14989.0,6.8,16966.0,206.0,51,-2000.0,-1065.0,20.6,1498.9,,,,,,,,,,,,,,,blue
7747,4499779252,1,59,2,2,0,2,0,0,0,0,15393,6.8,17028,230,47,1875,1361,23.0,1539.3,16,3,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,13518.0,6.4,15667.0,215.0,60,-1875.0,-1361.0,21.5,1351.8,,,,,,,,,,,,,,,blue
